customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,customer_age,customer_birth_year,customer_year_month_name,customer_month_num,postcode,state,property_valuation,online_order,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,trans_month_name,trans_month_num,trans_week_num,AgeGroup
1410,Female,10.0,Marketing Manager,Retail,High Net Worth,Yes,6.0,26.0,1997.0,1997 January,01,2870.0,NSW,5.0,1.0,Solex,Standard,high,medium,1024.66,614.8,36668.0,March,3.0,12,20-29
1410,Female,10.0,Marketing Manager,Retail,High Net Worth,Yes,6.0,26.0,1997.0,1997 January,01,2870.0,NSW,5.0,1.0,Solex,Standard,medium,medium,1577.53,826.51,33259.0,July,7.0,30,20-29
1410,Female,10.0,Marketing Manager,Retail,High Net Worth,Yes,6.0,26.0,1997.0,1997 January,01,2870.0,NSW,5.0,0.0,Trek Bicycles,Standard,medium,large,2091.47,388.92,42172.0,February,2.0,7,20-29
1410,Female,10.0,Marketing Manager,Retail,High Net Worth,Yes,6.0,26.0,1997.0,1997 January,01,2870.0,NSW,5.0,1.0,Solex,Standard,medium,medium,1577.53,826.51,33259.0,April,4.0,14,20-29
1411,Female,24.0,Registered Nurse,Health,Mass Customer,Yes,5.0,29.0,1994.0,1994 May,05,2259.0,NSW,7.0,0.0,Solex,Standard,high,large,1842.92,1105.75,34996.0,October,10.0,41,20-29
1411,Female,24.0,Registered Nurse,Health,Mass Customer,Yes,5.0,29.0,1994.0,1994 May,05,2259.0,NSW,7.0,0.0,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,August,8.0,34,20-29
1411,Female,24.0,Registered Nurse,Health,Mass Customer,Yes,5.0,29.0,1994.0,1994 May,05,2259.0,NSW,7.0,0.0,WeareA2B,Standard,medium,medium,1992.93,762.63,33455.0,January,1.0,1,20-29
1411,Female,24.0,Registered Nurse,Health,Mass Customer,Yes,5.0,29.0,1994.0,1994 May,05,2259.0,NSW,7.0,0.0,WeareA2B,Standard,low,medium,642.31,513.85,41533.0,August,8.0,32,20-29
1411,Female,24.0,Registered Nurse,Health,Mass Customer,Yes,5.0,29.0,1994.0,1994 May,05,2259.0,NSW,7.0,0.0,WeareA2B,Standard,medium,medium,1992.93,762.63,42696.0,November,11.0,47,20-29
1411,Female,24.0,Registered Nurse,Health,Mass Customer,Yes,5.0,29.0,1994.0,1994 May,05,2259.0,NSW,7.0,1.0,WeareA2B,Standard,medium,medium,1228.07,400.91,38859.0,November,11.0,46,20-29
1413,Female,47.0,Administrative Assistant II,Financial Services,Mass Customer,No,3.0,25.0,1998.0,1998 April,04,2880.0,NSW,1.0,0.0,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,June,6.0,26,20-29
1413,Female,47.0,Administrative Assistant II,Financial Services,Mass Customer,No,3.0,25.0,1998.0,1998 April,04,2880.0,NSW,1.0,1.0,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,February,2.0,8,20-29
1413,Female,47.0,Administrative Assistant II,Financial Services,Mass Customer,No,3.0,25.0,1998.0,1998 April,04,2880.0,NSW,1.0,1.0,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,February,2.0,5,20-29
1413,Female,47.0,Administrative Assistant II,Financial Services,Mass Customer,No,3.0,25.0,1998.0,1998 April,04,2880.0,NSW,1.0,0.0,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,May,5.0,21,20-29
1413,Female,47.0,Administrative Assistant II,Financial Services,Mass Customer,No,3.0,25.0,1998.0,1998 April,04,2880.0,NSW,1.0,1.0,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,December,12.0,52,20-29
1413,Female,47.0,Administrative Assistant II,Financial Services,Mass Customer,No,3.0,25.0,1998.0,1998 April,04,2880.0,NSW,1.0,0.0,OHM Cycles,Road,high,large,12.01,7.21,39880.0,December,12.0,50,20-29
1414,Female,57.0,Help Desk Technician,Retail,Mass Customer,Yes,10.0,43.0,1980.0,1980 February,02,2763.0,NSW,8.0,0.0,Solex,Standard,medium,medium,478.16,298.72,42105.0,August,8.0,31,40-49
1414,Female,57.0,Help Desk Technician,Retail,Mass Customer,Yes,10.0,43.0,1980.0,1980 February,02,2763.0,NSW,8.0,1.0,OHM Cycles,Road,medium,medium,1280.28,829.51,33259.0,December,12.0,50,40-49
1415,Female,68.0,Executive Secretary,Property,High Net Worth,Yes,3.0,24.0,1998.0,1998 December,12,2774.0,NSW,8.0,1.0,Solex,Standard,medium,medium,1483.2,99.59,34996.0,November,11.0,44,20-29
1415,Female,68.0,Executive Secretary,Property,High Net Worth,Yes,3.0,24.0,1998.0,1998 December,12,2774.0,NSW,8.0,0.0,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,July,7.0,29,20-29
1415,Female,68.0,Executive Secretary,Property,High Net Worth,Yes,3.0,24.0,1998.0,1998 December,12,2774.0,NSW,8.0,0.0,Solex,Standard,medium,medium,441.49,84.99,41009.0,March,3.0,10,20-29
1415,Female,68.0,Executive Secretary,Property,High Net Worth,Yes,3.0,24.0,1998.0,1998 December,12,2774.0,NSW,8.0,0.0,WeareA2B,Standard,medium,medium,1762.96,950.52,37823.0,March,3.0,10,20-29
1418,Female,80.0,Senior Sales Associate,IT,Affluent Customer,Yes,21.0,46.0,1976.0,1976 November,11,2750.0,NSW,5.0,0.0,Solex,Road,medium,small,1703.52,1516.13,33549.0,March,3.0,10,40-49
1418,Female,80.0,Senior Sales Associate,IT,Affluent Customer,Yes,21.0,46.0,1976.0,1976 November,11,2750.0,NSW,5.0,1.0,Trek Bicycles,Standard,medium,large,1469.44,596.55,42145.0,March,3.0,9,40-49
1418,Female,80.0,Senior Sales Associate,IT,Affluent Customer,Yes,21.0,46.0,1976.0,1976 November,11,2750.0,NSW,5.0,1.0,WeareA2B,Standard,medium,small,175.89,131.92,35707.0,October,10.0,40,40-49
1418,Female,80.0,Senior Sales Associate,IT,Affluent Customer,Yes,21.0,46.0,1976.0,1976 November,11,2750.0,NSW,5.0,1.0,Trek Bicycles,Road,low,medium,980.37,234.43,42560.0,February,2.0,5,40-49
1418,Female,80.0,Senior Sales Associate,IT,Affluent Customer,Yes,21.0,46.0,1976.0,1976 November,11,2750.0,NSW,5.0,1.0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,September,9.0,36,40-49
1419,Male,5.0,Physical Therapy Assistant,Financial Services,Mass Customer,Yes,4.0,56.0,1967.0,1967 January,01,2767.0,NSW,9.0,0.0,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,February,2.0,9,50-59
1419,Male,5.0,Physical Therapy Assistant,Financial Services,Mass Customer,Yes,4.0,56.0,1967.0,1967 January,01,2767.0,NSW,9.0,1.0,Solex,Standard,medium,medium,71.49,53.62,40784.0,March,3.0,12,50-59
1419,Male,5.0,Physical Therapy Assistant,Financial Services,Mass Customer,Yes,4.0,56.0,1967.0,1967 January,01,2767.0,NSW,9.0,1.0,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888.0,February,2.0,7,50-59
1419,Male,5.0,Physical Therapy Assistant,Financial Services,Mass Customer,Yes,4.0,56.0,1967.0,1967 January,01,2767.0,NSW,9.0,1.0,WeareA2B,Standard,medium,small,1415.01,1259.36,34556.0,December,12.0,49,50-59
1419,Male,5.0,Physical Therapy Assistant,Financial Services,Mass Customer,Yes,4.0,56.0,1967.0,1967 January,01,2767.0,NSW,9.0,1.0,OHM Cycles,Standard,medium,medium,183.86,137.9,34143.0,May,5.0,18,50-59
1420,Female,14.0,Dental Hygienist,Health,Mass Customer,No,11.0,64.0,1959.0,1959 October,10,2767.0,NSW,8.0,1.0,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,March,3.0,10,60-69
1420,Female,14.0,Dental Hygienist,Health,Mass Customer,No,11.0,64.0,1959.0,1959 October,10,2767.0,NSW,8.0,1.0,Solex,Standard,medium,medium,1163.89,589.27,42560.0,November,11.0,47,60-69
1420,Female,14.0,Dental Hygienist,Health,Mass Customer,No,11.0,64.0,1959.0,1959 October,10,2767.0,NSW,8.0,1.0,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,October,10.0,41,60-69
1420,Female,14.0,Dental Hygienist,Health,Mass Customer,No,11.0,64.0,1959.0,1959 October,10,2767.0,NSW,8.0,1.0,OHM Cycles,Road,high,large,12.01,7.21,39880.0,January,1.0,2,60-69
1420,Female,14.0,Dental Hygienist,Health,Mass Customer,No,11.0,64.0,1959.0,1959 October,10,2767.0,NSW,8.0,0.0,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,January,1.0,3,60-69
1421,Female,74.0,Senior Editor,Property,Mass Customer,No,20.0,67.0,1956.0,1956 April,04,2765.0,NSW,10.0,1.0,Solex,Standard,medium,medium,441.49,84.99,34071.0,July,7.0,28,60-69
1421,Female,74.0,Senior Editor,Property,Mass Customer,No,20.0,67.0,1956.0,1956 April,04,2765.0,NSW,10.0,1.0,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,November,11.0,44,60-69
1421,Female,74.0,Senior Editor,Property,Mass Customer,No,20.0,67.0,1956.0,1956 April,04,2765.0,NSW,10.0,1.0,Solex,Standard,medium,medium,71.49,53.62,41245.0,March,3.0,12,60-69
1421,Female,74.0,Senior Editor,Property,Mass Customer,No,20.0,67.0,1956.0,1956 April,04,2765.0,NSW,10.0,0.0,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,July,7.0,28,60-69
1421,Female,74.0,Senior Editor,Property,Mass Customer,No,20.0,67.0,1956.0,1956 April,04,2765.0,NSW,10.0,1.0,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,April,4.0,15,60-69
1421,Female,74.0,Senior Editor,Property,Mass Customer,No,20.0,67.0,1956.0,1956 April,04,2765.0,NSW,10.0,1.0,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,January,1.0,3,60-69
1422,Male,31.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,16.0,51.0,1972.0,1972 March,03,2769.0,NSW,10.0,0.0,Norco Bicycles,Standard,medium,small,586.45,521.94,38206.0,October,10.0,41,50-59
1422,Male,31.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,16.0,51.0,1972.0,1972 March,03,2769.0,NSW,10.0,1.0,Giant Bicycles,Standard,medium,small,1311.44,1167.18,34527.0,May,5.0,22,50-59
1422,Male,31.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,16.0,51.0,1972.0,1972 March,03,2769.0,NSW,10.0,0.0,Norco Bicycles,Standard,medium,medium,360.4,270.3,38859.0,April,4.0,14,50-59
1422,Male,31.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,16.0,51.0,1972.0,1972 March,03,2769.0,NSW,10.0,1.0,Norco Bicycles,Standard,medium,small,586.45,521.94,36145.0,February,2.0,8,50-59
1422,Male,31.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,16.0,51.0,1972.0,1972 March,03,2769.0,NSW,10.0,1.0,Norco Bicycles,Road,high,large,774.53,464.72,39526.0,November,11.0,46,50-59
1422,Male,31.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,16.0,51.0,1972.0,1972 March,03,2769.0,NSW,10.0,0.0,WeareA2B,Standard,medium,medium,1065.03,230.09,34556.0,June,6.0,25,50-59
1423,Female,51.0,Project Manager,Manufacturing,Mass Customer,No,19.0,64.0,1959.0,1959 June,06,2762.0,NSW,9.0,0.0,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,May,5.0,18,60-69
1423,Female,51.0,Project Manager,Manufacturing,Mass Customer,No,19.0,64.0,1959.0,1959 June,06,2762.0,NSW,9.0,1.0,Giant Bicycles,Standard,medium,large,569.56,528.43,39031.0,March,3.0,13,60-69
1423,Female,51.0,Project Manager,Manufacturing,Mass Customer,No,19.0,64.0,1959.0,1959 June,06,2762.0,NSW,9.0,0.0,Solex,Standard,medium,medium,575.27,431.45,38339.0,August,8.0,31,60-69
1423,Female,51.0,Project Manager,Manufacturing,Mass Customer,No,19.0,64.0,1959.0,1959 June,06,2762.0,NSW,9.0,0.0,Solex,Standard,medium,medium,1151.96,649.49,35470.0,December,12.0,49,60-69
1423,Female,51.0,Project Manager,Manufacturing,Mass Customer,No,19.0,64.0,1959.0,1959 June,06,2762.0,NSW,9.0,0.0,Trek Bicycles,Standard,medium,large,2091.47,388.92,37499.0,November,11.0,47,60-69
1423,Female,51.0,Project Manager,Manufacturing,Mass Customer,No,19.0,64.0,1959.0,1959 June,06,2762.0,NSW,9.0,0.0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,35378.0,February,2.0,7,60-69
1424,Male,56.0,Occupational Therapist,Health,High Net Worth,Yes,14.0,49.0,1974.0,1974 August,08,2745.0,NSW,9.0,1.0,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833.0,October,10.0,41,40-49
1424,Male,56.0,Occupational Therapist,Health,High Net Worth,Yes,14.0,49.0,1974.0,1974 August,08,2745.0,NSW,9.0,0.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,April,4.0,14,40-49
1424,Male,56.0,Occupational Therapist,Health,High Net Worth,Yes,14.0,49.0,1974.0,1974 August,08,2745.0,NSW,9.0,1.0,Norco Bicycles,Standard,low,medium,958.74,748.9,34586.0,January,1.0,1,40-49
1425,Male,20.0,General Manager,Retail,High Net Worth,Yes,11.0,37.0,1986.0,1986 July,07,2761.0,NSW,7.0,1.0,Trek Bicycles,Standard,medium,large,2091.47,388.92,37873.0,October,10.0,41,30-39
1425,Male,20.0,General Manager,Retail,High Net Worth,Yes,11.0,37.0,1986.0,1986 July,07,2761.0,NSW,7.0,0.0,Norco Bicycles,Road,medium,medium,1036.59,206.35,33429.0,December,12.0,51,30-39
1425,Male,20.0,General Manager,Retail,High Net Worth,Yes,11.0,37.0,1986.0,1986 July,07,2761.0,NSW,7.0,0.0,Giant Bicycles,Road,low,small,590.26,525.33,40553.0,April,4.0,17,30-39
1425,Male,20.0,General Manager,Retail,High Net Worth,Yes,11.0,37.0,1986.0,1986 July,07,2761.0,NSW,7.0,1.0,WeareA2B,Standard,medium,medium,752.64,205.36,37337.0,December,12.0,52,30-39
1426,Female,72.0,Financial Advisor,Financial Services,Mass Customer,No,17.0,67.0,1956.0,1956 August,08,2761.0,NSW,8.0,0.0,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,September,9.0,35,60-69
1426,Female,72.0,Financial Advisor,Financial Services,Mass Customer,No,17.0,67.0,1956.0,1956 August,08,2761.0,NSW,8.0,1.0,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,May,5.0,21,60-69
1426,Female,72.0,Financial Advisor,Financial Services,Mass Customer,No,17.0,67.0,1956.0,1956 August,08,2761.0,NSW,8.0,0.0,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,January,1.0,3,60-69
1426,Female,72.0,Financial Advisor,Financial Services,Mass Customer,No,17.0,67.0,1956.0,1956 August,08,2761.0,NSW,8.0,1.0,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,June,6.0,23,60-69
1426,Female,72.0,Financial Advisor,Financial Services,Mass Customer,No,17.0,67.0,1956.0,1956 August,08,2761.0,NSW,8.0,0.0,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,November,11.0,45,60-69
1426,Female,72.0,Financial Advisor,Financial Services,Mass Customer,No,17.0,67.0,1956.0,1956 August,08,2761.0,NSW,8.0,0.0,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,July,7.0,30,60-69
1426,Female,72.0,Financial Advisor,Financial Services,Mass Customer,No,17.0,67.0,1956.0,1956 August,08,2761.0,NSW,8.0,1.0,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,September,9.0,37,60-69
1427,Male,14.0,Environmental Specialist,Financial Services,High Net Worth,No,8.0,29.0,1993.0,1993 December,12,2761.0,NSW,9.0,0.0,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,January,1.0,1,20-29
1427,Male,14.0,Environmental Specialist,Financial Services,High Net Worth,No,8.0,29.0,1993.0,1993 December,12,2761.0,NSW,9.0,0.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,September,9.0,38,20-29
1427,Male,14.0,Environmental Specialist,Financial Services,High Net Worth,No,8.0,29.0,1993.0,1993 December,12,2761.0,NSW,9.0,0.0,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,November,11.0,44,20-29
1427,Male,14.0,Environmental Specialist,Financial Services,High Net Worth,No,8.0,29.0,1993.0,1993 December,12,2761.0,NSW,9.0,0.0,Solex,Standard,medium,medium,1163.89,589.27,42560.0,January,1.0,1,20-29
1427,Male,14.0,Environmental Specialist,Financial Services,High Net Worth,No,8.0,29.0,1993.0,1993 December,12,2761.0,NSW,9.0,0.0,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,April,4.0,16,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,0.0,Solex,Road,medium,large,1777.8,820.78,40670.0,December,12.0,49,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,0.0,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,December,12.0,50,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,0.0,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,May,5.0,19,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,0.0,Solex,Standard,medium,medium,100.35,75.26,36367.0,October,10.0,43,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,1.0,Solex,Touring,medium,large,2083.94,675.03,41533.0,March,3.0,9,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,1.0,Solex,Road,medium,medium,416.98,312.74,35560.0,May,5.0,19,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,0.0,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,January,1.0,4,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,0.0,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,December,12.0,49,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,1.0,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,January,1.0,3,20-29
1428,Female,93.0,Sales Representative,Retail,High Net Worth,No,1.0,25.0,1998.0,1998 November,11,2760.0,NSW,8.0,0.0,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,December,12.0,49,20-29
1429,Male,94.0,Legal Assistant,Health,Mass Customer,Yes,12.0,42.0,1980.0,1980 December,12,2794.0,NSW,2.0,1.0,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361.0,May,5.0,18,40-49
1429,Male,94.0,Legal Assistant,Health,Mass Customer,Yes,12.0,42.0,1980.0,1980 December,12,2794.0,NSW,2.0,0.0,Giant Bicycles,Standard,medium,medium,230.91,173.18,34527.0,November,11.0,48,40-49
1429,Male,94.0,Legal Assistant,Health,Mass Customer,Yes,12.0,42.0,1980.0,1980 December,12,2794.0,NSW,2.0,0.0,Trek Bicycles,Road,medium,medium,290.62,215.14,34079.0,May,5.0,21,40-49
1429,Male,94.0,Legal Assistant,Health,Mass Customer,Yes,12.0,42.0,1980.0,1980 December,12,2794.0,NSW,2.0,1.0,Norco Bicycles,Road,high,large,774.53,464.72,34527.0,March,3.0,12,40-49
1429,Male,94.0,Legal Assistant,Health,Mass Customer,Yes,12.0,42.0,1980.0,1980 December,12,2794.0,NSW,2.0,1.0,Trek Bicycles,Standard,high,medium,358.39,215.03,34556.0,January,1.0,1,40-49
1429,Male,94.0,Legal Assistant,Health,Mass Customer,Yes,12.0,42.0,1980.0,1980 December,12,2794.0,NSW,2.0,1.0,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047.0,March,3.0,9,40-49
1430,Female,86.0,Biostatistician I,Manufacturing,Mass Customer,Yes,3.0,24.0,1999.0,1999 July,07,2759.0,NSW,8.0,1.0,OHM Cycles,Standard,high,medium,2005.66,1203.4,33259.0,July,7.0,27,20-29
1430,Female,86.0,Biostatistician I,Manufacturing,Mass Customer,Yes,3.0,24.0,1999.0,1999 July,07,2759.0,NSW,8.0,0.0,Solex,Standard,medium,large,1061.56,733.58,40779.0,June,6.0,22,20-29
1430,Female,86.0,Biostatistician I,Manufacturing,Mass Customer,Yes,3.0,24.0,1999.0,1999 July,07,2759.0,NSW,8.0,0.0,OHM Cycles,Road,medium,medium,742.54,667.4,42560.0,January,1.0,5,20-29
1430,Female,86.0,Biostatistician I,Manufacturing,Mass Customer,Yes,3.0,24.0,1999.0,1999 July,07,2759.0,NSW,8.0,0.0,OHM Cycles,Standard,medium,medium,795.34,101.58,35707.0,September,9.0,37,20-29
1430,Female,86.0,Biostatistician I,Manufacturing,Mass Customer,Yes,3.0,24.0,1999.0,1999 July,07,2759.0,NSW,8.0,0.0,Solex,Standard,medium,medium,71.49,53.62,40649.0,August,8.0,32,20-29
1431,Male,29.0,Sales Associate,Financial Services,Affluent Customer,Yes,17.0,48.0,1975.0,1975 May,05,2750.0,NSW,9.0,0.0,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,December,12.0,50,40-49
1431,Male,29.0,Sales Associate,Financial Services,Affluent Customer,Yes,17.0,48.0,1975.0,1975 May,05,2750.0,NSW,9.0,1.0,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,January,1.0,1,40-49
1431,Male,29.0,Sales Associate,Financial Services,Affluent Customer,Yes,17.0,48.0,1975.0,1975 May,05,2750.0,NSW,9.0,0.0,Solex,Standard,medium,medium,1577.53,826.51,34071.0,April,4.0,14,40-49
1431,Male,29.0,Sales Associate,Financial Services,Affluent Customer,Yes,17.0,48.0,1975.0,1975 May,05,2750.0,NSW,9.0,1.0,OHM Cycles,Road,high,large,12.01,7.21,42404.0,September,9.0,39,40-49
1432,Male,70.0,Tax Accountant,Argiculture,High Net Worth,Yes,2.0,24.0,1998.0,1998 November,11,2759.0,NSW,8.0,0.0,WeareA2B,Touring,medium,medium,1466.68,363.25,38693.0,October,10.0,41,20-29
1432,Male,70.0,Tax Accountant,Argiculture,High Net Worth,Yes,2.0,24.0,1998.0,1998 November,11,2759.0,NSW,8.0,1.0,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618.0,November,11.0,48,20-29
1432,Male,70.0,Tax Accountant,Argiculture,High Net Worth,Yes,2.0,24.0,1998.0,1998 November,11,2759.0,NSW,8.0,1.0,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0,July,7.0,29,20-29
1432,Male,70.0,Tax Accountant,Argiculture,High Net Worth,Yes,2.0,24.0,1998.0,1998 November,11,2759.0,NSW,8.0,0.0,Norco Bicycles,Standard,high,medium,1148.64,689.18,34079.0,April,4.0,14,20-29
1432,Male,70.0,Tax Accountant,Argiculture,High Net Worth,Yes,2.0,24.0,1998.0,1998 November,11,2759.0,NSW,8.0,0.0,WeareA2B,Standard,medium,medium,1769.64,108.76,38991.0,January,1.0,4,20-29
1432,Male,70.0,Tax Accountant,Argiculture,High Net Worth,Yes,2.0,24.0,1998.0,1998 November,11,2759.0,NSW,8.0,1.0,OHM Cycles,Standard,low,medium,71.16,56.93,41047.0,February,2.0,7,20-29
1433,Female,15.0,Account Coordinator,IT,Mass Customer,No,20.0,65.0,1958.0,1958 September,09,2756.0,NSW,8.0,0.0,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,August,8.0,33,60-69
1433,Female,15.0,Account Coordinator,IT,Mass Customer,No,20.0,65.0,1958.0,1958 September,09,2756.0,NSW,8.0,1.0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,August,8.0,34,60-69
1433,Female,15.0,Account Coordinator,IT,Mass Customer,No,20.0,65.0,1958.0,1958 September,09,2756.0,NSW,8.0,1.0,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,February,2.0,5,60-69
1434,Male,42.0,Statistician I,Property,High Net Worth,No,9.0,50.0,1973.0,1973 August,08,2756.0,NSW,11.0,0.0,Solex,Standard,medium,large,1071.23,380.74,35160.0,August,8.0,35,50-59
1434,Male,42.0,Statistician I,Property,High Net Worth,No,9.0,50.0,1973.0,1973 August,08,2756.0,NSW,11.0,0.0,Solex,Standard,low,medium,945.04,507.58,35052.0,January,1.0,4,50-59
1435,Male,96.0,Software Engineer II,Telecommunications,Affluent Customer,Yes,19.0,55.0,1968.0,1968 April,04,2756.0,NSW,8.0,1.0,OHM Cycles,Standard,low,medium,1793.43,248.82,40672.0,November,11.0,48,50-59
1435,Male,96.0,Software Engineer II,Telecommunications,Affluent Customer,Yes,19.0,55.0,1968.0,1968 April,04,2756.0,NSW,8.0,0.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,April,4.0,17,50-59
1435,Male,96.0,Software Engineer II,Telecommunications,Affluent Customer,Yes,19.0,55.0,1968.0,1968 April,04,2756.0,NSW,8.0,0.0,WeareA2B,Standard,medium,medium,1228.07,400.91,41922.0,April,4.0,14,50-59
1435,Male,96.0,Software Engineer II,Telecommunications,Affluent Customer,Yes,19.0,55.0,1968.0,1968 April,04,2756.0,NSW,8.0,0.0,WeareA2B,Standard,medium,medium,1807.45,778.69,33879.0,May,5.0,20,50-59
1435,Male,96.0,Software Engineer II,Telecommunications,Affluent Customer,Yes,19.0,55.0,1968.0,1968 April,04,2756.0,NSW,8.0,0.0,WeareA2B,Standard,medium,medium,60.34,45.26,34115.0,February,2.0,5,50-59
1435,Male,96.0,Software Engineer II,Telecommunications,Affluent Customer,Yes,19.0,55.0,1968.0,1968 April,04,2756.0,NSW,8.0,0.0,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427.0,March,3.0,11,50-59
1435,Male,96.0,Software Engineer II,Telecommunications,Affluent Customer,Yes,19.0,55.0,1968.0,1968 April,04,2756.0,NSW,8.0,1.0,Solex,Standard,high,medium,748.17,448.9,37337.0,March,3.0,9,50-59
1437,Male,35.0,Electrical Engineer,Manufacturing,Affluent Customer,No,20.0,49.0,1974.0,1974 September,09,2777.0,NSW,9.0,1.0,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,August,8.0,32,40-49
1437,Male,35.0,Electrical Engineer,Manufacturing,Affluent Customer,No,20.0,49.0,1974.0,1974 September,09,2777.0,NSW,9.0,1.0,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,June,6.0,25,40-49
1437,Male,35.0,Electrical Engineer,Manufacturing,Affluent Customer,No,20.0,49.0,1974.0,1974 September,09,2777.0,NSW,9.0,1.0,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,January,1.0,3,40-49
1438,Female,27.0,Social Worker,Health,Mass Customer,Yes,14.0,48.0,1975.0,1975 November,11,2749.0,NSW,8.0,1.0,Giant Bicycles,Standard,high,small,1977.36,1759.85,36146.0,September,9.0,37,40-49
1438,Female,27.0,Social Worker,Health,Mass Customer,Yes,14.0,48.0,1975.0,1975 November,11,2749.0,NSW,8.0,1.0,Solex,Standard,high,medium,1024.66,614.8,34244.0,April,4.0,14,40-49
